query,seed_eggNOG_ortholog,evalue,score,eggNOGs,domain,COG Cat.,eggNOG HMM Desc.,predicted name,GO_terms,EC,KEGG KO,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
WP_011094880.1,218491.ECA3368,4.20E-86,323.9,"COG2137@1|root,COG2137@2|Bacteria,1N6P6@1224|Proteobacteria,1SCMF@1236|Gammaproteobacteria,1MR7I@122277|Pectobacterium",1236|Gammaproteobacteria,S,Modulates RecA activity,recX,"GO:0003674,GO:0005488,GO:0005515,GO:0006282,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0019219,GO:0019222,GO:0019899,GO:0030234,GO:0031323,GO:0031668,GO:0033554,GO:0043086,GO:0044092,GO:0048583,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051052,GO:0051171,GO:0051716,GO:0060255,GO:0065007,GO:0065009,GO:0071496,GO:0080090,GO:0080134,GO:0080135,GO:0098772,GO:2001020",-,ko:K03565,-,-,-,-,"ko00000,ko03400",-,-,-,RecX
WP_011094881.1,218491.ECA3369,1.20E-197,695.7,"COG0468@1|root,COG0468@2|Bacteria,1MU3C@1224|Proteobacteria,1RMHP@1236|Gammaproteobacteria,1MQXQ@122277|Pectobacterium",1236|Gammaproteobacteria,L,"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage",recA,"GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006928,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009314,GO:0009432,GO:0009605,GO:0009628,GO:0009987,GO:0009991,GO:0010212,GO:0031668,GO:0033554,GO:0034641,GO:0040011,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048870,GO:0050896,GO:0051179,GO:0051674,GO:0051716,GO:0071496,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363",-,ko:K03553,"ko03440,map03440",M00729,-,-,"ko00000,ko00001,ko00002,ko03400",-,-,-,RecA
WP_011094882.1,218491.ECA3370,6.10E-85,320.1,"COG1546@1|root,COG1546@2|Bacteria,1RH2Y@1224|Proteobacteria,1S5WH@1236|Gammaproteobacteria,1MQ2W@122277|Pectobacterium",1236|Gammaproteobacteria,S,Belongs to the CinA family,ygaD,"GO:0003674,GO:0003824,GO:0016787,GO:0016810,GO:0016811,GO:0019159",3.5.1.42,ko:K03743,"ko00760,map00760",-,R02322,RC00100,"ko00000,ko00001,ko01000",-,-,-,CinA
WP_011094883.1,218491.ECA3371,2.80E-65,254.2,"2E0ZW@1|root,32WG2@2|Bacteria,1N3UN@1224|Proteobacteria,1S79D@1236|Gammaproteobacteria,1MSQ7@122277|Pectobacterium",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WP_011094884.1,218491.ECA3372,1.50E-88,332,"COG5637@1|root,COG5637@2|Bacteria,1RECS@1224|Proteobacteria,1S5K3@1236|Gammaproteobacteria,1MQIC@122277|Pectobacterium",1236|Gammaproteobacteria,S,Polyketide cyclase / dehydrase and lipid transport,-,-,-,-,-,-,-,-,-,-,-,-,"DUF2892,Polyketide_cyc,Polyketide_cyc2"
WP_011094885.1,218491.ECA3373,3.20E-113,414.5,"COG2095@1|root,COG2095@2|Bacteria,1MV1C@1224|Proteobacteria,1RPM8@1236|Gammaproteobacteria,1MQAJ@122277|Pectobacterium",1236|Gammaproteobacteria,U,UPF0056 inner membrane protein,marC,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944",-,ko:K05595,-,-,-,-,"ko00000,ko02000",2.A.95.1,-,-,MarC
WP_011094886.1,218491.ECA3374,1.80E-295,1021.1,"COG2199@1|root,COG3706@2|Bacteria,1MX83@1224|Proteobacteria,1RMRP@1236|Gammaproteobacteria,1MQY1@122277|Pectobacterium",1236|Gammaproteobacteria,T,Cache domain,-,-,-,-,-,-,-,-,-,-,-,-,"GGDEF,dCache_1"
WP_011094888.1,218491.ECA3376,5.50E-161,573.5,"COG0583@1|root,COG0583@2|Bacteria,1MWUD@1224|Proteobacteria,1RRIY@1236|Gammaproteobacteria,1MRTA@122277|Pectobacterium",1236|Gammaproteobacteria,K,"Transcriptional regulator, LysR family",-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
WP_011094889.1,218491.ECA3377,4.70E-114,417.2,"COG2999@1|root,COG2999@2|Bacteria,1N9FA@1224|Proteobacteria,1RMFC@1236|Gammaproteobacteria,1MRNS@122277|Pectobacterium",1236|Gammaproteobacteria,O,"Glutaredoxin 2, C terminal domain",grxB,-,-,ko:K03675,-,-,-,-,"ko00000,ko03110",-,-,-,"GST_N_3,Glutaredoxin2_C"
WP_011094890.1,218491.ECA3378,1.20E-73,282.3,"28SAE@1|root,2ZEMJ@2|Bacteria,1PB50@1224|Proteobacteria,1SV37@1236|Gammaproteobacteria,1MTPN@122277|Pectobacterium",1236|Gammaproteobacteria,S,Pesticin immunity protein,-,-,-,-,-,-,-,-,-,-,-,-,Pim
WP_011094891.1,218491.ECA3379,2.00E-255,887.9,"COG1819@1|root,COG1819@2|Bacteria,1MW1K@1224|Proteobacteria,1RYW4@1236|Gammaproteobacteria,1MRVY@122277|Pectobacterium",1236|Gammaproteobacteria,H,UDP-glucoronosyl and UDP-glucosyl transferase,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_tran_28_C,Glyco_transf_28,UDPGT"
WP_011094895.1,218491.ECA3382,1.50E-48,198.4,"COG3209@1|root,COG3209@2|Bacteria,1MVV1@1224|Proteobacteria,1SKYM@1236|Gammaproteobacteria,1MT46@122277|Pectobacterium",1236|Gammaproteobacteria,M,COG3209 Rhs family protein,-,-,-,-,-,-,-,-,-,-,-,-,"DUF4150,EndoU_bacteria,PAAR_motif,RHS,RHS_repeat,Tox-HNH-EHHH"
WP_011094897.1,218491.ECA3383,2.40E-46,191,"2E9PI@1|root,333VY@2|Bacteria,1NF99@1224|Proteobacteria,1SFBH@1236|Gammaproteobacteria",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WP_011094900.1,218491.ECA3386,1.20E-45,188.7,"2ERZD@1|root,33JIH@2|Bacteria,1NQ5U@1224|Proteobacteria,1SJ1R@1236|Gammaproteobacteria",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WP_011094903.1,218491.ECA3389,7.70E-191,672.9,"COG4974@1|root,COG4974@2|Bacteria,1MVNF@1224|Proteobacteria,1S1T0@1236|Gammaproteobacteria",1236|Gammaproteobacteria,L,integrase recombinase protein rsp0090 or rs05531 SWALL Q8XTL6 (EMBL AL646076) (347 aa) fasta scores E(),-,-,-,ko:K04763,-,-,-,-,"ko00000,ko03036",-,-,-,"Phage_int_SAM_1,Phage_int_SAM_4,Phage_integrase"
WP_011094904.1,218491.ECA3390,0,1869,"COG0358@1|root,COG0358@2|Bacteria,1MWSP@1224|Proteobacteria,1RYXP@1236|Gammaproteobacteria,1MTF0@122277|Pectobacterium",1236|Gammaproteobacteria,L,"Escherichia coli, Escherichia coli O157 H7, and Shigella flexneri DNA primase DnaG or DnaP or ParB or b3066 or z4419 or ecs3949 or sf3107 SWALL PRIM_ECOLI (SWALL P02923) (581 aa) fasta scores E()",-,-,-,-,-,-,-,-,-,-,-,-,"Toprim_2,Toprim_N,zf-CHC2"
WP_011094905.1,218491.ECA3391,6.30E-64,250,"COG1476@1|root,COG1476@2|Bacteria,1QXC5@1224|Proteobacteria,1SGDR@1236|Gammaproteobacteria",1236|Gammaproteobacteria,K,Cro/C1-type HTH DNA-binding domain,-,-,-,-,-,-,-,-,-,-,-,-,HTH_3
WP_011094906.1,218491.ECA3392,6.50E-59,233,"2D1NA@1|root,32TB1@2|Bacteria,1N5E7@1224|Proteobacteria,1SBK5@1236|Gammaproteobacteria,1MTZI@122277|Pectobacterium",1236|Gammaproteobacteria,S,"Toxin SymE, type I toxin-antitoxin system",-,-,-,ko:K19048,-,-,-,-,"ko00000,ko02048",-,-,-,SymE_toxin
WP_011094907.1,218491.ECA3393,8.30E-57,226.1,"2CPBK@1|root,32SIR@2|Bacteria,1N62K@1224|Proteobacteria,1SD13@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,"Toxin SymE, type I toxin-antitoxin system",-,-,-,-,-,-,-,-,-,-,-,-,SymE_toxin
WP_011094908.1,218491.ECA3394,1.10E-62,245.7,"2BWAD@1|root,2ZDR7@2|Bacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WP_011094913.1,218491.ECA3399,2.30E-198,698,"COG4974@1|root,COG4974@2|Bacteria,1MVNF@1224|Proteobacteria,1S1T0@1236|Gammaproteobacteria,1MTE5@122277|Pectobacterium",1236|Gammaproteobacteria,L,integrase recombinase protein rsp0090 or rs05531 SWALL Q8XTL6 (EMBL AL646076) (347 aa) fasta scores E(),-,-,-,ko:K04763,-,-,-,-,"ko00000,ko03036",-,-,-,"Phage_int_SAM_1,Phage_int_SAM_4,Phage_integrase"
WP_011094914.1,218491.ECA3400,0,1879,"COG0358@1|root,COG0358@2|Bacteria,1MWSP@1224|Proteobacteria,1RYXP@1236|Gammaproteobacteria,1MTF0@122277|Pectobacterium",1236|Gammaproteobacteria,L,"Escherichia coli, Escherichia coli O157 H7, and Shigella flexneri DNA primase DnaG or DnaP or ParB or b3066 or z4419 or ecs3949 or sf3107 SWALL PRIM_ECOLI (SWALL P02923) (581 aa) fasta scores E()",-,-,-,-,-,-,-,-,-,-,-,-,"Toprim_2,Toprim_N,zf-CHC2"
WP_011094916.1,218491.ECA3402,1.50E-35,154.8,"2E50Y@1|root,32ZUC@2|Bacteria,1NAH8@1224|Proteobacteria,1SCXV@1236|Gammaproteobacteria,1MSYD@122277|Pectobacterium",1236|Gammaproteobacteria,S,"Toxin SymE, type I toxin-antitoxin system",-,-,-,ko:K19048,-,-,-,-,"ko00000,ko02048",-,-,-,SymE_toxin
WP_011094917.1,218491.ECA3403,7.40E-55,219.5,"2EI78@1|root,33BYK@2|Bacteria,1NIBG@1224|Proteobacteria,1SSC9@1236|Gammaproteobacteria,1MSZ6@122277|Pectobacterium",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WP_011094920.1,218491.ECA3406,2.00E-186,658.3,"COG4974@1|root,COG4974@2|Bacteria,1MVNF@1224|Proteobacteria,1S1T0@1236|Gammaproteobacteria,1MTE5@122277|Pectobacterium",1236|Gammaproteobacteria,L,integrase recombinase protein rsp0090 or rs05531 SWALL Q8XTL6 (EMBL AL646076) (347 aa) fasta scores E(),-,-,-,ko:K04763,-,-,-,-,"ko00000,ko03036",-,-,-,"Phage_int_SAM_1,Phage_int_SAM_4,Phage_integrase"
WP_011094921.1,218491.ECA3407,0,1845.1,"COG0358@1|root,COG0358@2|Bacteria,1MWSP@1224|Proteobacteria,1RYXP@1236|Gammaproteobacteria,1MTF0@122277|Pectobacterium",1236|Gammaproteobacteria,L,"Escherichia coli, Escherichia coli O157 H7, and Shigella flexneri DNA primase DnaG or DnaP or ParB or b3066 or z4419 or ecs3949 or sf3107 SWALL PRIM_ECOLI (SWALL P02923) (581 aa) fasta scores E()",-,-,-,-,-,-,-,-,-,-,-,-,"Toprim_2,Toprim_N,zf-CHC2"
WP_011094922.1,218491.ECA3408,1.30E-61,242.3,"COG1476@1|root,COG1476@2|Bacteria,1REIS@1224|Proteobacteria,1S4D2@1236|Gammaproteobacteria",1236|Gammaproteobacteria,K,transcriptional,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_19,HTH_3"
WP_011094923.1,218491.ECA3409,7.20E-58,229.6,"2D1NA@1|root,32TB1@2|Bacteria,1N54Z@1224|Proteobacteria,1SB79@1236|Gammaproteobacteria,1MT0T@122277|Pectobacterium",1236|Gammaproteobacteria,S,"to Photorhabdus luminescens Orf8 SWALL AAN64200 (EMBL AY144117) (106 aa) fasta scores E() 2.9e-08, 39.77 id in 88 aa, and to Salmonella typhimurium",-,-,-,ko:K19048,-,-,-,-,"ko00000,ko02048",-,-,-,SymE_toxin
WP_011094924.1,218491.ECA3410,1.70E-57,228.4,"2CPBK@1|root,32SIR@2|Bacteria,1N62K@1224|Proteobacteria,1SD13@1236|Gammaproteobacteria,1MTQF@122277|Pectobacterium",1236|Gammaproteobacteria,S,protein ypo3611 or y0263 SWALL Q8ZB18 (EMBL AJ414158) (63 aa) fasta scores E(),-,-,-,-,-,-,-,-,-,-,-,-,SymE_toxin
WP_011094926.1,218491.ECA3412,2.50E-67,261.2,"COG3210@1|root,COG3210@2|Bacteria,1NBMG@1224|Proteobacteria,1SG9R@1236|Gammaproteobacteria",1236|Gammaproteobacteria,U,Pfam:DUF4237,-,-,-,-,-,-,-,-,-,-,-,-,TNT
WP_011094928.1,218491.ECA3419,2.40E-56,224.6,"2CPBK@1|root,32SIR@2|Bacteria,1N62K@1224|Proteobacteria,1SD13@1236|Gammaproteobacteria,1MTQF@122277|Pectobacterium",1236|Gammaproteobacteria,S,protein ypo3611 or y0263 SWALL Q8ZB18 (EMBL AJ414158) (63 aa) fasta scores E(),-,-,-,-,-,-,-,-,-,-,-,-,SymE_toxin
WP_011094931.1,218491.ECA3422,9.30E-180,636,"28MXQ@1|root,2ZB4R@2|Bacteria,1R9KI@1224|Proteobacteria,1RSNA@1236|Gammaproteobacteria,1MQ6U@122277|Pectobacterium",1236|Gammaproteobacteria,S,Domain of unknown function (DUF4123),-,-,-,-,-,-,-,-,-,-,-,-,DUF4123
WP_011094932.1,218491.ECA3423,2.20E-187,661.4,"28JKV@1|root,2Z9DI@2|Bacteria,1R91V@1224|Proteobacteria,1RQU9@1236|Gammaproteobacteria,1MTHQ@122277|Pectobacterium",1236|Gammaproteobacteria,S,Domain of unknown function (DUF4123),-,-,-,-,-,-,-,-,-,-,-,-,DUF4123
WP_011094935.1,218491.ECA3426,4.40E-242,843.6,"COG4104@1|root,COG4104@2|Bacteria,1PWMT@1224|Proteobacteria,1T1R2@1236|Gammaproteobacteria,1MTD0@122277|Pectobacterium",1236|Gammaproteobacteria,S,PAAR motif,-,-,-,-,-,-,-,-,-,-,-,-,"DUF2974,PAAR_motif"
WP_011094936.1,218491.ECA3427,0,1205.3,"COG3501@1|root,COG3501@2|Bacteria,1MU7Q@1224|Proteobacteria,1RMZS@1236|Gammaproteobacteria,1MQJE@122277|Pectobacterium",1236|Gammaproteobacteria,S,Rhs Element Vgr Protein,vgrG,-,-,ko:K11904,"ko03070,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,"ADPrib_exo_Tox,Phage_GPD"
WP_011094937.1,218491.ECA3428,3.30E-97,360.9,"COG3157@1|root,COG3157@2|Bacteria,1MXFB@1224|Proteobacteria,1RNKQ@1236|Gammaproteobacteria,1MSCD@122277|Pectobacterium",1236|Gammaproteobacteria,S,to Vibrio cholerae hcp 28 kDa secreted hydrophilic protein (HcpA or vca0017) and (hcp or vc1415) SWALL P72350 (EMBL S81006) (172 aa) fasta scores E(),hcp,-,-,ko:K11903,"ko02025,ko03070,map02025,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",-,-,-,T6SS_HCP
WP_011094938.1,218491.ECA3430,9.80E-210,736.1,"COG0790@1|root,COG0790@2|Bacteria,1MWPA@1224|Proteobacteria,1RPI3@1236|Gammaproteobacteria,1MRA7@122277|Pectobacterium",1236|Gammaproteobacteria,S,Sel1-like repeats.,ybeQ,"GO:0006950,GO:0006979,GO:0008150,GO:0050896",-,ko:K07126,-,-,-,-,ko00000,-,-,-,Sel1
WP_011094939.1,218491.ECA3431,1.50E-272,944.9,"COG3515@1|root,COG3515@2|Bacteria,1Q02U@1224|Proteobacteria,1RQNJ@1236|Gammaproteobacteria,1MPST@122277|Pectobacterium",1236|Gammaproteobacteria,S,"Type VI secretion system, EvfB, or VasL",-,-,-,ko:K11911,-,M00334,-,-,"ko00000,ko00002,ko02044",3.A.23.1,-,-,"ImpA_N,VasL"
WP_011094940.1,218491.ECA3432,0,2322.7,"COG3523@1|root,COG3523@2|Bacteria,1MV3D@1224|Proteobacteria,1RPQ2@1236|Gammaproteobacteria,1MR9F@122277|Pectobacterium",1236|Gammaproteobacteria,S,Type VI secretion protein IcmF,icmF,-,-,"ko:K11891,ko:K12210","ko02025,ko03070,map02025,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044","3.A.23.1,3.A.7.9.1",-,-,"IcmF-related,IcmF_C,ImcF-related_N"
WP_011094941.1,218491.ECA3433,3.30E-248,864,"COG3515@1|root,COG3515@2|Bacteria,1MWDQ@1224|Proteobacteria,1RQXI@1236|Gammaproteobacteria,1MRQJ@122277|Pectobacterium",1236|Gammaproteobacteria,S,"Type VI secretion, EvfE, EvfF, ImpA, BimE, VC_A0119, VasJ",vasJ,-,-,ko:K11910,-,M00334,-,-,"ko00000,ko00002,ko02044",3.A.23.1,-,-,"ImpA_N,T6SS_VasJ"
WP_011094942.1,218491.ECA3434,1.60E-102,378.6,"2C9Y5@1|root,32RR9@2|Bacteria,1N3SX@1224|Proteobacteria,1SBDD@1236|Gammaproteobacteria,1MR82@122277|Pectobacterium",1236|Gammaproteobacteria,S,"Type VI secretion system VasI, EvfG, VC_A0118",vasI,-,-,ko:K11909,-,-,-,-,"ko00000,ko02044",3.A.23.1,-,-,VasI
WP_011094943.1,218491.ECA3435,8.70E-295,1018.8,"COG3829@1|root,COG3829@2|Bacteria,1MY61@1224|Proteobacteria,1RQWE@1236|Gammaproteobacteria,1MPT0@122277|Pectobacterium",1236|Gammaproteobacteria,K,Sigma-54 interaction domain,vasH,-,-,ko:K11908,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_8,Sigma54_activat"
WP_011094944.1,218491.ECA3436,0,1642.1,"COG0542@1|root,COG0542@2|Bacteria,1MVBH@1224|Proteobacteria,1RMZH@1236|Gammaproteobacteria,1MSDB@122277|Pectobacterium",1236|Gammaproteobacteria,O,"C-terminal, D2-small domain, of ClpB protein",clpV,-,-,ko:K11907,"ko02025,ko03070,map02025,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,"AAA,AAA_2,ClpB_D2-small,Clp_N"
WP_011094945.1,218491.ECA3437,2.00E-146,525,"COG3455@1|root,COG3455@2|Bacteria,1MU13@1224|Proteobacteria,1S2PW@1236|Gammaproteobacteria,1MQGH@122277|Pectobacterium",1236|Gammaproteobacteria,S,"TIGRFAM type IV VI secretion system protein, DotU family",icmH,-,-,ko:K11892,"ko03070,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,DotU
WP_011094946.1,218491.ECA3438,6.20E-249,866.3,"COG3522@1|root,COG3522@2|Bacteria,1MXKE@1224|Proteobacteria,1RNCB@1236|Gammaproteobacteria,1MRKH@122277|Pectobacterium",1236|Gammaproteobacteria,S,type VI secretion protein,impJ,-,-,ko:K11893,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS_VasE
WP_011094947.1,218491.ECA3439,3.90E-90,337.4,"COG3521@1|root,COG3521@2|Bacteria,1MX5E@1224|Proteobacteria,1S83T@1236|Gammaproteobacteria,1MQNC@122277|Pectobacterium",1236|Gammaproteobacteria,M,Type VI secretion,vasD,-,-,ko:K11906,"ko03070,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS-SciN
WP_011094948.1,218491.ECA3440,1.00E-226,792.3,"COG1716@1|root,COG3456@1|root,COG1716@2|Bacteria,COG3456@2|Bacteria,1MUKE@1224|Proteobacteria,1RQGW@1236|Gammaproteobacteria,1MRJ4@122277|Pectobacterium",1236|Gammaproteobacteria,T,TIGRFAM type VI secretion system FHA domain protein,impI,-,-,ko:K11894,-,-,-,-,"ko00000,ko02044",3.A.23.1,-,-,FHA
WP_011094949.1,218491.ECA3441,6.80E-192,676.4,"COG3520@1|root,COG3520@2|Bacteria,1MWVS@1224|Proteobacteria,1RQD5@1236|Gammaproteobacteria,1MQJH@122277|Pectobacterium",1236|Gammaproteobacteria,S,type VI secretion protein,impH,-,-,ko:K11895,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS_TssG
WP_011094950.1,218491.ECA3442,0,1195.6,"COG3519@1|root,COG3519@2|Bacteria,1MUY4@1224|Proteobacteria,1RPK4@1236|Gammaproteobacteria,1MR0U@122277|Pectobacterium",1236|Gammaproteobacteria,S,type VI secretion protein,vasA,-,-,ko:K11896,-,M00334,-,-,"ko00000,ko00002,ko02044",3.A.23.1,-,-,T6SS_TssF
WP_011094951.1,218491.ECA3443,6.50E-75,286.6,"COG3518@1|root,COG3518@2|Bacteria,1RE8H@1224|Proteobacteria,1S45J@1236|Gammaproteobacteria,1MRFM@122277|Pectobacterium",1236|Gammaproteobacteria,S,Gene 25-like lysozyme,-,-,-,ko:K11905,-,M00334,-,-,"ko00000,ko00002,ko02044",-,-,-,GPW_gp25
WP_011094952.1,218491.ECA3444,4.70E-282,976.5,"COG3517@1|root,COG3517@2|Bacteria,1MU5C@1224|Proteobacteria,1RNP7@1236|Gammaproteobacteria,1MRU9@122277|Pectobacterium",1236|Gammaproteobacteria,S,type VI secretion protein,impC,-,-,ko:K11900,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,VipB
WP_011094953.1,218491.ECA3445,2.40E-84,318.2,"COG3516@1|root,COG3516@2|Bacteria,1RBNB@1224|Proteobacteria,1S2BT@1236|Gammaproteobacteria,1MR94@122277|Pectobacterium",1236|Gammaproteobacteria,S,type VI secretion protein,impB,-,-,ko:K11901,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS_VipA
WP_011094954.1,218491.ECA3446,9.30E-256,889,"COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,1RMDA@1236|Gammaproteobacteria,1MTVH@122277|Pectobacterium",1236|Gammaproteobacteria,M,Outer membrane efflux protein,cusC,"GO:0000041,GO:0003674,GO:0005215,GO:0005375,GO:0005488,GO:0005507,GO:0006464,GO:0006497,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006825,GO:0006873,GO:0006875,GO:0006878,GO:0006950,GO:0008150,GO:0008152,GO:0008289,GO:0008324,GO:0009058,GO:0009059,GO:0009636,GO:0009987,GO:0010035,GO:0010038,GO:0010272,GO:0010273,GO:0015075,GO:0015318,GO:0016043,GO:0018345,GO:0019538,GO:0019725,GO:0019992,GO:0022607,GO:0022857,GO:0022890,GO:0030001,GO:0030003,GO:0034220,GO:0034645,GO:0035434,GO:0036211,GO:0042157,GO:0042158,GO:0042221,GO:0042592,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043543,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0046688,GO:0046872,GO:0046873,GO:0046914,GO:0046915,GO:0046916,GO:0048878,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051259,GO:0051260,GO:0055065,GO:0055070,GO:0055076,GO:0055080,GO:0055082,GO:0055085,GO:0060003,GO:0061687,GO:0065003,GO:0065007,GO:0065008,GO:0070206,GO:0070207,GO:0071704,GO:0071840,GO:0097501,GO:0098655,GO:0098660,GO:0098662,GO:0098754,GO:0098771,GO:1901564,GO:1901566,GO:1901576,GO:1990169",-,"ko:K07796,ko:K08721,ko:K18139","ko01501,ko02020,ko02024,map01501,map02020,map02024","M00639,M00642,M00643,M00647,M00718,M00768,M00822",-,-,"ko00000,ko00001,ko00002,ko01504,ko02000","1.B.17,1.B.17.3.4,1.B.17.3.5,2.A.6.2",-,"iAPECO1_1312.APECO1_1476,iECOK1_1307.ECOK1_0581,iECS88_1305.ECS88_0609,iSFxv_1172.SFxv_0521,iS_1188.S0481,iUMN146_1321.UM146_14655,iUTI89_1310.UTI89_C0572",OEP
WP_011094955.1,218491.ECA3447,0,1943.3,"COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,1RMBN@1236|Gammaproteobacteria,1MR51@122277|Pectobacterium",1236|Gammaproteobacteria,V,Efflux pump membrane transporter,mexD,-,-,"ko:K03296,ko:K18296",-,M00639,-,-,"ko00000,ko00002,ko01504,ko02000","2.A.6.2,2.A.6.2.15",-,-,ACR_tran
WP_011094956.1,218491.ECA3448,3.30E-198,697.6,"COG0845@1|root,COG0845@2|Bacteria,1MU78@1224|Proteobacteria,1RPI1@1236|Gammaproteobacteria,1MQHA@122277|Pectobacterium",1236|Gammaproteobacteria,M,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,mexC,-,-,"ko:K18145,ko:K18295","ko01501,map01501","M00639,M00649",-,-,"ko00000,ko00001,ko00002,ko01504,ko02000","2.A.6.2.40,8.A.1",-,-,"Biotin_lipoyl_2,HlyD,HlyD_3,HlyD_D23"
WP_011094957.1,218491.ECA3449,2.10E-97,361.7,"COG1309@1|root,COG1309@2|Bacteria,1N8PS@1224|Proteobacteria,1T0NE@1236|Gammaproteobacteria",1236|Gammaproteobacteria,K,transcriptional regulator,nfxB,-,-,ko:K18294,-,M00639,-,-,"ko00000,ko00002,ko01504,ko03000",-,-,-,TetR_N
WP_011094959.1,218491.ECA3451,1.30E-82,312.4,"2ECJH@1|root,336HJ@2|Bacteria,1NEVD@1224|Proteobacteria,1SG20@1236|Gammaproteobacteria,1MR95@122277|Pectobacterium",1236|Gammaproteobacteria,S,Winged helix-turn helix,-,-,-,-,-,-,-,-,-,-,-,-,HTH_43
WP_011094960.1,218491.ECA3452,5.80E-114,416.8,"COG2184@1|root,COG2184@2|Bacteria,1R72A@1224|Proteobacteria,1RYM7@1236|Gammaproteobacteria,1MRYS@122277|Pectobacterium",1236|Gammaproteobacteria,D,PFAM filamentation induced by cAMP protein Fic,fic,-,-,ko:K04095,-,-,-,-,"ko00000,ko03036",-,-,-,Fic
WP_011094962.1,218491.ECA3454,7.80E-41,172.6,"2E32U@1|root,32UYH@2|Bacteria,1N4T2@1224|Proteobacteria,1SC6G@1236|Gammaproteobacteria,1MTT5@122277|Pectobacterium",1236|Gammaproteobacteria,S,Ogr/Delta-like zinc finger,-,-,-,-,-,-,-,-,-,-,-,-,Ogr_Delta
WP_011094964.1,218491.ECA3456,2.00E-163,581.6,"2DC62@1|root,32TZ0@2|Bacteria,1N4FV@1224|Proteobacteria,1SC69@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Domain of unknown function (DUF4747),-,-,-,-,-,-,-,-,-,-,-,-,DUF4747
WP_011094966.1,218491.ECA3458,9.70E-137,492.7,"COG1403@1|root,COG1403@2|Bacteria,1N2SZ@1224|Proteobacteria,1S9EK@1236|Gammaproteobacteria",1236|Gammaproteobacteria,V,HNH endonuclease,-,-,-,-,-,-,-,-,-,-,-,-,HNH_4
